name,rating,appearances,likeability
Charles Band,41.22548069136341,10,52.802427425525664
Gerald Wilson,59.47893338869103,4,52.77459524571146
Rowdy Herrington,61.87994128911905,4,52.745333526754145
Gurinder Chadha,77.7751788199895,3,52.74404132134152
Scott Wiper,65.15399398538139,4,52.70790725668022
Mitch Glazer,79.36983839090543,3,52.68127643665684
Christopher Ford,77.46646853639267,3,52.63157757228676
Walter Bernstein,79.99038185872362,3,52.626265119167954
David Siegel,75.77570243976433,3,52.59702552151263
Len Blum,76.14786009688758,3,52.51649629049513
Jason Filardi,78.0545427819307,3,52.41138747037734
Andrew Knight,78.57670374762913,3,52.41133237930225
Herman Raucher,76.4306851603931,3,52.350904878277696
Pat Proft,75.08895015780281,3,52.32625779373892
Alfred Gough,75.49247406271533,3,52.314825187459505
Veronika Franz,72.62519210843331,3,52.274309601659944
Joe Connelly,75.76466012833988,3,52.26511077141428
Nia Vardalos,77.71691221428895,3,52.197216432016205
Dick Maas,59.55847123897895,4,52.18889806707854
Leos Carax,75.15477672829863,3,52.134426407390436
Deborah Kaplan,73.87189931015534,3,52.13392632027133
Michael Finch,68.9890305017811,4,52.09401935718165
Carole Eastman,77.83818161803508,3,52.08157228006724
Serdar Akar,76.92644384067478,3,52.05909614327968
Jules Verne,66.16387670601193,4,52.03760716493506
Harold Robbins,62.265674477114366,4,52.010461845147766
Shagufta Rafique,72.16266862451005,3,51.99400041201788
Barré Lyndon,59.724705057029865,4,51.99057457047979
Trey Edward Shults,75.94973327887753,3,51.969145302487306
H. Vinoth,70.68508496658436,3,51.94810915402807
David E. Talbert,62.708013036021136,4,51.916579663406715
John Erick Dowdle,76.04772378766545,3,51.8523428443426
Leo Gordon,51.65379896824204,6,51.841838925229595
Warren Beatty,73.31572131285239,3,51.78572198273738
Mahesh Narayanan,76.08056162303811,3,51.76776104930208
Duane Adler,75.90985937241071,3,51.7455143414439
Alex Lasker,77.2977237365216,3,51.74037069886129
Tamara Jenkins,74.68257966054716,3,51.72861366822494
Will Speck,75.79983132782799,3,51.715822444179786
Ben Younger,76.14633034773982,3,51.66769563003795
Steve Tesich,77.66073014184164,3,51.66271472104218
Savvas D. Michael,53.77127407606609,5,51.642902222086
Carl Ellsworth,76.01910564146719,3,51.629945222950894
John Van Druten,79.87168635542726,3,51.62215257322203
Richard Alan Simmons,56.213439449847165,5,51.558744011282855
Andy Sidaris,41.21798011121622,10,51.534061209314025
Sally Benson,57.897940480336565,4,51.52443218034352
Edmund H. North,63.4449150365484,4,51.5118048164405
Anthony Veiller,74.21071826412641,3,51.50885544087076
James Carabatsos,72.70522540772271,3,51.46327974917244
Bill Forsyth,73.6264064981096,3,51.34209888250277
Neeraj Vora,75.50658187289986,3,51.332059804194564
Koratala Siva,70.44496446577602,3,51.32566652133275
Josh Heald,77.19069999027147,3,51.31516466263329
Ugo Pirro,52.40807619196211,5,51.2927732029965
Jim Wynorski,53.462150608145414,6,51.25658947013034
Peter A. Dowling,75.57071516955148,3,51.22626754479807
Phil Alden Robinson,77.99557833250377,3,51.16014142684492
Tony Gayton,74.11573832604188,3,51.14578304398358
Lukas Heller,74.27615664402096,3,51.116991294039636
Digpal Lanjekar,76.14152268112207,3,51.08075456530146
George Wells,59.40122914193974,4,51.068532674744645
Andrew Knauer,74.60604403631082,3,51.05804942414813
Frank Waldman,74.22445915663891,3,51.01324215803512
Robert Ramsey,72.4925145055489,3,51.00553029732588
Danilo Bach,75.96471201860884,3,51.001671880415415
Charlie Peters,59.109742612181506,4,50.95870294093952
Nancy Dowd,76.78631429887243,3,50.92118883140693
Albert Maltz,72.5557758253402,3,50.92051417265958
Alan Le May,54.28124090794563,5,50.902077419555184
Matt Sazama,75.45676190089954,3,50.84710444525771
Alexandre Aja,70.64156309200867,3,50.7415323978113
N. Chandra,53.10386721149021,5,50.709633788953504
Tim Van Someren,70.65835764823791,3,50.691222275368844
William Mastrosimone,73.88709616426065,3,50.66720549181875
Christopher Borrelli,52.26625475149879,5,50.64685564164048
Paul Rudnick,73.55342564897734,3,50.6160437620825
Gina Prince-Bythewood,73.19413308242605,3,50.58953131854974
Meg Cabot,74.78477942822488,3,50.58014767530355
Abel Ferrara,45.34196639995987,6,50.542028642257314
Richard Russo,72.29545913351373,3,50.50994362775707
Andrew L. Stone,51.25294057886715,5,50.47015931831767
Leslie Bohem,68.44538969587441,3,50.44410240992605
Albert Lewin,71.04528477332755,3,50.43292165910378
Jesús Franco,44.81318427480019,8,50.41223911673377
R. Lance Hill,73.81718122678807,3,50.405080265308804
William Dear,62.94764530462949,4,50.335257530673964
Gregory McDonald,74.9270930831886,3,50.32202723384689
Osamu Tezuka,71.65639956028004,3,50.297155097804755
Kubec Glasmon,75.63731064696225,3,50.27337967319189
Matt Cook,70.46185480738862,3,50.26600321241728
Rudy Wurlitzer,71.30511037826012,3,50.24495801238132
Jonathan R. Betuel,71.32434681167888,3,50.171563228439084
Colin Minihan,51.63924964877712,5,50.1664500764515
Louis Nowra,74.04096303600359,3,50.12102495296756
Astrid Lindgren,59.187224513887045,4,50.09902462053751
Carol Heikkinen,73.13109271023787,3,50.07810334885476
Ben Collins,69.78657839056301,3,50.056077196079215
Morton S. Fine,70.52466249743246,3,50.04870181014522
Udaykrishnan,60.21421869843522,4,50.04463239557021
Dean Georgaris,73.84119318343224,3,50.040522981451666
Isobel Lennart,73.31572131285239,3,50.03451180776763
Cooper Raiff,64.02746864034313,3,50.00221586097068
Jacob Estes,74.68913650882942,3,49.9848762139467
Mike Makowsky,75.23610660498211,3,49.98328557600967
Richard Sale,59.804809510498714,4,49.97402949182077
Rakesh Roshan,71.60924467624358,3,49.96344337119438
Talbot Jennings,50.93974621152036,5,49.931040894659844
Deva Katta,66.1714679325889,3,49.88335234975511
Kiyoshi Kurosawa,71.15696055262417,3,49.84181956132329
Renzil D'Silva,48.77155925604626,5,49.831452183729986
Peter Filardi,73.14908067859953,3,49.819217870508936
J.P. Dutta,76.47471760965315,3,49.80089813048247
Robert L. Richards,75.26650539927456,3,49.77809164721262
William Wharton,72.31139636336127,3,49.77157512538782
Harry Alan Towers,45.19707409721178,6,49.742567371559204
W. Somerset Maugham,71.99255523697191,3,49.72223075661432
George MacDonald Fraser,75.15115158940779,3,49.648049271404474
Paul Gallico,76.07236615814244,3,49.63472388775661
Gil Doud,61.018495051121796,4,49.618231437233355
Robert Getchell,73.6264064981096,3,49.59412368231424
Kevin Wade,74.46548451835348,3,49.552943987535045
Andrzej Zulawski,75.49472012931118,3,49.54488198595428
Adam Alleca,74.29203506420265,3,49.53176272618142
Anthony Hinds,57.82159257638714,4,49.53120806838729
Inder Raj Anand,48.48613962788236,6,49.39335105367691
Richard Bates Jr.,61.26382191895885,4,49.337024294368966
Jacques Vilfrid,57.18978256815631,4,49.25101562827461
Ted Griffin,73.1167796583629,3,49.248520824003556
Madan Joshi,43.020717260697765,7,49.236136722775164
Tracy Keenan Wynn,69.95057923285489,3,49.22206540950646
Jesse Lasky Jr.,61.11293838050141,4,49.21176693582855
Ana Lily Amirpour,72.1954130492537,3,49.10963459315895
Milap Zaveri,54.433256226479116,4,49.097002841777766
Norman Reilly Raine,59.14224755641837,4,49.09206643028427
S.E. Hinton,74.08222220554792,3,49.0805358930429
Jessica Bendinger,69.97983116974483,3,49.06617888192663
Jo Heims,70.65572254518565,3,48.95510171489902
Eskil Vogt,72.61443827247305,3,48.93681691841105
David Giler,70.08516189962681,3,48.91762318578226
Bob Dolman,72.93587403546621,3,48.88670476253625
Ken Sanzel,62.67781176470852,4,48.87321214044568
John Gay,54.21276890862704,4,48.76376430095943
Dean R. Koontz,57.36137309480564,4,48.749476039196075
Tommy Chong,72.76285592708881,3,48.7069539133079
Chris Henchy,71.87601087331805,3,48.60995906272028
Ernesto Gastaldi,56.333131278165304,4,48.60930125335907
Stanford Sherman,63.466003326736555,3,48.5766229693476
Nelson Dilipkumar,72.1185411006326,3,48.4891147477192
Ken Scott,71.04637972812971,3,48.47110444953612
John Katzenbach,68.53169731296583,3,48.419960141185555
Edward D. Wood Jr.,41.12683161096324,7,48.37278636351118
Evan Jones,71.38423065865304,3,48.34841174645394
R. Wright Campbell,45.00432934019002,6,48.345439042108524
Sachy,71.99695472528424,3,48.32956524548324
